Employee_ID,Employee_Name,Department_ID,Department,Business_Unit,Position_ID,Position_Title,Designation,Job_Level,Role_Band,Performance_Template_ID,Performance_Cycle_ID,Latest_Performance_Month,Latest_Performance_Score,Latest_Performance_Band,Average_12M_Performance_Score,Lowest_12M_Performance_Score,Highest_12M_Performance_Score,Three_Month_Change_Points,Performance_Trend,Strongest_KPI_1,Strongest_KPI_1_Score,Strongest_KPI_2,Strongest_KPI_2_Score,Development_KPI_1,Development_KPI_1_Score,Development_KPI_2,Development_KPI_2_Score,Average_Evidence_Quality,Existing_Performance_Score_Reference,Existing_Performance_Band_Reference,Review_Status,Data_As_Of_Date
EMP255,Rabia Rashid,DEPARTMENT-003,Sales,Commercial Services,POS-252,Senior Account Manager,Senior Account Manager,Senior,Senior/Lead,PT-SAL-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,85.78,Strong,85.71,85.18,86.45,-0.38,Stable,Sales Target Achievement,100.0,Lead Conversion and Customer Retention Score,100.0,Collection Achievement,64.08,Teamwork and Professional Communication,60.66,0.91,93.9,Exceptional,Calculated - Pending Manager Review,2026-08-01
EMP256,Omar Farooq,DEPARTMENT-003,Sales,Commercial Services,POS-253,Sales Intern,Sales Intern,Intern,Intern/Trainee,PT-SAL-INTERN,PC-2025-2026-ANNUAL,2026-08-01,80.9,Strong,79.28,77.39,80.92,2.5,Stable,Attendance and Punctuality,98.38,Lead Conversion and Customer Retention Score,92.22,Collection Achievement,65.24,Teamwork and Professional Communication,60.81,0.89,85.7,Strong,Calculated - Pending Manager Review,2026-08-01
EMP257,Adnan Baig,DEPARTMENT-003,Sales,Commercial Services,POS-254,Sales Intern,Sales Intern,Intern,Intern/Trainee,PT-SAL-INTERN,PC-2025-2026-ANNUAL,2026-08-01,80.15,Strong,77.53,74.31,81.13,5.22,Improving,Attendance and Punctuality,96.52,Lead Conversion and Customer Retention Score,90.51,Teamwork and Professional Communication,65.25,Collection Achievement,56.28,0.89,85.8,Strong,Calculated - Pending Manager Review,2026-08-01
EMP258,Ayesha Khalid,DEPARTMENT-003,Sales,Commercial Services,POS-255,Sales Intern,Sales Intern,Intern,Intern/Trainee,PT-SAL-INTERN,PC-2025-2026-ANNUAL,2026-08-01,72.66,Meets Expectations,72.67,71.73,73.64,0.51,Stable,Attendance and Punctuality,95.03,Learning and Adaptability,75.1,Collection Achievement,61.84,Teamwork and Professional Communication,52.74,0.89,74.3,Effective,Calculated - Pending Manager Review,2026-08-01
EMP259,Usman Nasir,DEPARTMENT-004,Customer Support,Commercial Services,EXEC-CS-HEAD,Head of Customer Support,Head of Customer Support,Executive,Manager/Head,PT-CS-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,74.46,Meets Expectations,76.25,74.18,78.48,-2.96,Stable,Attendance and Punctuality,93.42,Learning and Adaptability,84.08,Teamwork and Professional Communication,65.15,Team Leadership and Development,63.62,0.92,76.2,Effective,Calculated - Pending Manager Review,2026-08-01
EMP260,Rabia Farooq,DEPARTMENT-004,Customer Support,Commercial Services,POS-256,Senior Customer Support Specialist,Senior Customer Support Specialist,Senior,Senior/Lead,PT-CS-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,80.64,Strong,83.31,79.71,87.4,-5.38,Declining,Attendance and Punctuality,93.57,Ticket Resolution Target Achievement,83.51,Mentoring and Knowledge Transfer,78.17,Teamwork and Professional Communication,59.27,0.91,82.2,Strong,Calculated - Pending Manager Review,2026-08-01
EMP261,Anam Ahmed,DEPARTMENT-004,Customer Support,Commercial Services,POS-257,Senior Customer Support Specialist,Senior Customer Support Specialist,Senior,Senior/Lead,PT-CS-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,89.27,Strong,88.19,86.14,89.82,2.82,Stable,Ticket Resolution Target Achievement,100.0,Support SLA Compliance,99.68,Mentoring and Knowledge Transfer,71.73,Teamwork and Professional Communication,59.6,0.91,95.1,Exceptional,Calculated - Pending Manager Review,2026-08-01
EMP262,Omar Riaz,DEPARTMENT-004,Customer Support,Commercial Services,POS-258,Senior Customer Support Specialist,Senior Customer Support Specialist,Senior,Senior/Lead,PT-CS-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,86.71,Strong,86.86,86.54,87.71,-0.25,Stable,Ticket Resolution Target Achievement,100.0,Support SLA Compliance,100.0,Mentoring and Knowledge Transfer,66.75,Teamwork and Professional Communication,59.68,0.91,88.5,Strong,Calculated - Pending Manager Review,2026-08-01
EMP263,Anusha Rauf,DEPARTMENT-004,Customer Support,Commercial Services,POS-259,Customer Support Specialist,Customer Support Specialist,Mid,Professional/Mid-level,PT-CS-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,89.59,Strong,88.83,88.03,89.59,1.26,Stable,Ticket Resolution Target Achievement,100.0,Responsibility and Deadline Discipline,100.0,First Contact Resolution and Case Quality,72.74,Teamwork and Professional Communication,59.15,0.91,93.4,Exceptional,Calculated - Pending Manager Review,2026-08-01
EMP264,Areeba Rauf,DEPARTMENT-004,Customer Support,Commercial Services,POS-260,Customer Support Specialist,Customer Support Specialist,Mid,Professional/Mid-level,PT-CS-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,90.34,Exceptional,85.32,81.1,90.34,6.99,Improving,Ticket Resolution Target Achievement,99.29,Learning and Adaptability,95.6,First Contact Resolution and Case Quality,82.88,Teamwork and Professional Communication,51.79,0.91,89.6,Strong,Calculated - Pending Manager Review,2026-08-01
EMP265,Danish Saleem,DEPARTMENT-004,Customer Support,Commercial Services,POS-261,Customer Support Intern,Customer Support Intern,Intern,Intern/Trainee,PT-CS-INTERN,PC-2025-2026-ANNUAL,2026-08-01,81.02,Strong,82.06,80.36,83.66,-2.54,Stable,Attendance and Punctuality,95.81,Ticket Resolution Target Achievement,88.77,Learning and Adaptability,71.21,Teamwork and Professional Communication,63.1,0.89,85.0,Strong,Calculated - Pending Manager Review,2026-08-01
EMP266,Maryam Khalid,DEPARTMENT-004,Customer Support,Commercial Services,POS-262,Customer Support Intern,Customer Support Intern,Intern,Intern/Trainee,PT-CS-INTERN,PC-2025-2026-ANNUAL,2026-08-01,82.27,Strong,84.55,82.27,86.71,-3.27,Declining,Ticket Resolution Target Achievement,100.0,Attendance and Punctuality,96.83,Learning and Adaptability,68.35,Teamwork and Professional Communication,49.35,0.89,86.5,Strong,Calculated - Pending Manager Review,2026-08-01
EMP267,Haris Awan,DEPARTMENT-004,Customer Support,Commercial Services,POS-263,Customer Support Intern,Customer Support Intern,Intern,Intern/Trainee,PT-CS-INTERN,PC-2025-2026-ANNUAL,2026-08-01,84.54,Strong,82.62,80.32,84.54,3.21,Improving,Attendance and Punctuality,97.78,Ticket Resolution Target Achievement,92.74,Learning and Adaptability,75.14,Teamwork and Professional Communication,63.93,0.9,88.7,Strong,Calculated - Pending Manager Review,2026-08-01
EMP268,Fatima Mughal,DEPARTMENT-005,Engineering,Technology and Innovation,EXEC-ENG-HEAD,Head of Engineering,Head of Engineering,Executive,Manager/Head,PT-ENG-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,79.01,Meets Expectations,79.33,78.02,81.2,0.87,Stable,Attendance and Punctuality,94.74,Responsibility and Deadline Discipline,88.24,Team Leadership and Development,66.53,Teamwork and Professional Communication,58.88,0.92,85.4,Strong,Calculated - Pending Manager Review,2026-08-01
EMP269,Noor Bukhari,DEPARTMENT-005,Engineering,Technology and Innovation,POS-264,Senior Software Engineer,Senior Software Engineer,Senior,Senior/Lead,PT-ENG-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,88.57,Strong,85.54,82.67,88.57,4.33,Improving,Sprint Delivery Achievement,99.56,Attendance and Punctuality,96.05,Mentoring and Knowledge Transfer,78.88,Teamwork and Professional Communication,64.81,0.91,92.5,Exceptional,Calculated - Pending Manager Review,2026-08-01
EMP270,Laiba Saeed,DEPARTMENT-005,Engineering,Technology and Innovation,POS-265,Senior Software Engineer,Senior Software Engineer,Senior,Senior/Lead,PT-ENG-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,83.97,Strong,86.34,83.97,88.82,-3.83,Declining,Attendance and Punctuality,96.0,Learning and Adaptability,93.06,Mentoring and Knowledge Transfer,73.55,Teamwork and Professional Communication,65.59,0.91,86.8,Strong,Calculated - Pending Manager Review,2026-08-01
EMP271,Minal Khalid,DEPARTMENT-005,Engineering,Technology and Innovation,POS-266,Junior Software Engineer,Junior Software Engineer,Junior,Junior/Assistant,PT-ENG-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,84.6,Strong,84.18,83.01,85.97,-0.9,Stable,Attendance and Punctuality,99.49,Sprint Delivery Achievement,93.06,Learning and Adaptability,64.4,Teamwork and Professional Communication,50.72,0.91,82.5,Strong,Calculated - Pending Manager Review,2026-08-01
EMP272,Ali Siddiqui,DEPARTMENT-005,Engineering,Technology and Innovation,POS-267,Junior Software Engineer,Junior Software Engineer,Junior,Junior/Assistant,PT-ENG-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,80.86,Strong,80.8,79.84,81.56,-0.65,Stable,Attendance and Punctuality,97.64,Learning and Adaptability,87.57,Escaped Defects per Release,77.33,Teamwork and Professional Communication,50.06,0.9,81.1,Effective,Calculated - Pending Manager Review,2026-08-01
EMP273,Haris Ejaz,DEPARTMENT-005,Engineering,Technology and Innovation,POS-268,Junior Software Engineer,Junior Software Engineer,Junior,Junior/Assistant,PT-ENG-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,87.4,Strong,85.98,83.95,87.4,3.17,Improving,Attendance and Punctuality,98.94,Production Change Success Rate,97.37,Learning and Adaptability,74.38,Teamwork and Professional Communication,63.92,0.91,88.7,Strong,Calculated - Pending Manager Review,2026-08-01
EMP274,Adnan Awan,DEPARTMENT-005,Engineering,Technology and Innovation,POS-269,Engineering Intern,Engineering Intern,Intern,Intern/Trainee,PT-ENG-INTERN,PC-2025-2026-ANNUAL,2026-08-01,86.91,Strong,84.75,81.1,87.58,5.22,Improving,Attendance and Punctuality,98.9,Production Change Success Rate,96.97,Learning and Adaptability,75.85,Teamwork and Professional Communication,62.42,0.89,90.6,Strong,Calculated - Pending Manager Review,2026-08-01
EMP275,Fatima Saeed,DEPARTMENT-005,Engineering,Technology and Innovation,POS-270,Engineering Intern,Engineering Intern,Intern,Intern/Trainee,PT-ENG-INTERN,PC-2025-2026-ANNUAL,2026-08-01,81.13,Strong,79.72,78.05,81.13,1.33,Stable,Attendance and Punctuality,95.12,Learning and Adaptability,85.98,Responsibility and Deadline Discipline,76.41,Teamwork and Professional Communication,53.69,0.89,80.8,Effective,Calculated - Pending Manager Review,2026-08-01
EMP276,Ali Riaz,DEPARTMENT-005,Engineering,Technology and Innovation,POS-271,Engineering Intern,Engineering Intern,Intern,Intern/Trainee,PT-ENG-INTERN,PC-2025-2026-ANNUAL,2026-08-01,74.67,Meets Expectations,75.0,74.24,76.22,-0.98,Stable,Attendance and Punctuality,94.56,Sprint Delivery Achievement,81.1,Escaped Defects per Release,67.0,Teamwork and Professional Communication,50.97,0.89,74.3,Effective,Calculated - Pending Manager Review,2026-08-01
EMP277,Amna Chaudhry,DEPARTMENT-006,Operations,Enterprise Operations,EXEC-OPS-HEAD,Head of Operations,Head of Operations,Executive,Manager/Head,PT-OPS-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,80.9,Strong,83.01,80.71,85.84,-3.91,Declining,Attendance and Punctuality,95.27,Operational SLA Compliance,89.06,Teamwork and Professional Communication,69.99,Team Leadership and Development,66.92,0.92,89.7,Strong,Calculated - Pending Manager Review,2026-08-01
EMP278,Kinza Mirza,DEPARTMENT-006,Operations,Enterprise Operations,POS-272,Operations Manager,Operations Manager,Lead/Manager,Manager/Head,PT-OPS-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,79.69,Meets Expectations,79.58,78.48,80.65,0.7,Stable,Attendance and Punctuality,100.0,Responsibility and Deadline Discipline,92.16,Team Leadership and Development,64.42,Teamwork and Professional Communication,56.12,0.92,88.0,Strong,Calculated - Pending Manager Review,2026-08-01
EMP279,Minal Ali,DEPARTMENT-006,Operations,Enterprise Operations,POS-273,Senior Operations Officer,Senior Operations Officer,Senior,Senior/Lead,PT-OPS-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,89.65,Strong,87.67,85.77,89.65,3.0,Improving,Operational Throughput Target Achievement,100.0,Operational SLA Compliance,99.69,Mentoring and Knowledge Transfer,72.99,Teamwork and Professional Communication,55.2,0.92,89.8,Strong,Calculated - Pending Manager Review,2026-08-01
EMP280,Noman Waheed,DEPARTMENT-006,Operations,Enterprise Operations,POS-274,Senior Operations Officer,Senior Operations Officer,Senior,Senior/Lead,PT-OPS-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,78.59,Meets Expectations,74.33,70.14,78.65,7.23,Improving,Attendance and Punctuality,97.59,Operational SLA Compliance,82.21,Mentoring and Knowledge Transfer,69.36,Teamwork and Professional Communication,60.13,0.92,80.6,Effective,Calculated - Pending Manager Review,2026-08-01
EMP281,Noman Shah,DEPARTMENT-006,Operations,Enterprise Operations,POS-275,Senior Operations Officer,Senior Operations Officer,Senior,Senior/Lead,PT-OPS-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,85.51,Strong,80.12,73.7,85.51,9.74,Improving,Operational Throughput Target Achievement,100.0,Operational SLA Compliance,96.7,Mentoring and Knowledge Transfer,62.81,Teamwork and Professional Communication,50.22,0.91,87.9,Strong,Calculated - Pending Manager Review,2026-08-01
EMP282,Sana Latif,DEPARTMENT-006,Operations,Enterprise Operations,POS-276,Senior Operations Officer,Senior Operations Officer,Senior,Senior/Lead,PT-OPS-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,76.17,Meets Expectations,73.04,70.05,76.17,4.56,Improving,Attendance and Punctuality,98.71,Process Accuracy,87.01,Operational Throughput Target Achievement,67.57,Teamwork and Professional Communication,58.49,0.92,74.4,Effective,Calculated - Pending Manager Review,2026-08-01
EMP283,Komal Baig,DEPARTMENT-006,Operations,Enterprise Operations,POS-277,Senior Operations Officer,Senior Operations Officer,Senior,Senior/Lead,PT-OPS-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,74.6,Meets Expectations,73.01,71.5,74.6,1.56,Stable,Attendance and Punctuality,95.55,Learning and Adaptability,88.75,Mentoring and Knowledge Transfer,69.66,Teamwork and Professional Communication,63.84,0.91,76.3,Effective,Calculated - Pending Manager Review,2026-08-01
EMP284,Hamza Aziz,DEPARTMENT-006,Operations,Enterprise Operations,POS-278,Senior Operations Officer,Senior Operations Officer,Senior,Senior/Lead,PT-OPS-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,77.99,Meets Expectations,77.66,76.18,79.0,1.84,Stable,Attendance and Punctuality,99.11,Operational SLA Compliance,86.39,Mentoring and Knowledge Transfer,67.67,Teamwork and Professional Communication,60.68,0.91,79.6,Effective,Calculated - Pending Manager Review,2026-08-01
EMP285,Maryam Baig,DEPARTMENT-006,Operations,Enterprise Operations,POS-279,Senior Operations Officer,Senior Operations Officer,Senior,Senior/Lead,PT-OPS-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,85.62,Strong,85.98,84.77,86.8,-1.01,Stable,Operational Throughput Target Achievement,100.0,Operational SLA Compliance,96.41,Learning and Adaptability,68.29,Teamwork and Professional Communication,64.34,0.92,87.7,Strong,Calculated - Pending Manager Review,2026-08-01
EMP286,Taha Munir,DEPARTMENT-006,Operations,Enterprise Operations,POS-280,Senior Operations Officer,Senior Operations Officer,Senior,Senior/Lead,PT-OPS-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,88.17,Strong,88.52,87.92,89.31,-0.34,Stable,Operational Throughput Target Achievement,100.0,Attendance and Punctuality,96.98,Mentoring and Knowledge Transfer,70.47,Teamwork and Professional Communication,55.46,0.92,91.7,Strong,Calculated - Pending Manager Review,2026-08-01
EMP287,Komal Waheed,DEPARTMENT-006,Operations,Enterprise Operations,POS-281,Operations Officer,Operations Officer,Mid,Professional/Mid-level,PT-OPS-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,85.61,Strong,81.59,78.72,85.61,4.03,Improving,Attendance and Punctuality,98.28,Operational Throughput Target Achievement,89.13,Process Accuracy,81.96,Teamwork and Professional Communication,50.81,0.91,82.3,Strong,Calculated - Pending Manager Review,2026-08-01
EMP288,Hira Chaudhry,DEPARTMENT-006,Operations,Enterprise Operations,POS-282,Operations Officer,Operations Officer,Mid,Professional/Mid-level,PT-OPS-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,89.49,Strong,88.31,86.86,89.91,2.44,Stable,Operational Throughput Target Achievement,100.0,Responsibility and Deadline Discipline,100.0,Process Accuracy,74.48,Teamwork and Professional Communication,47.48,0.9,90.2,Strong,Calculated - Pending Manager Review,2026-08-01
EMP289,Ali Javed,DEPARTMENT-006,Operations,Enterprise Operations,POS-283,Operations Intern,Operations Intern,Intern,Intern/Trainee,PT-OPS-INTERN,PC-2025-2026-ANNUAL,2026-08-01,78.33,Meets Expectations,77.89,76.54,78.33,0.74,Stable,Attendance and Punctuality,98.73,Operational SLA Compliance,82.28,Operational Throughput Target Achievement,73.75,Teamwork and Professional Communication,52.37,0.89,78.3,Effective,Calculated - Pending Manager Review,2026-08-01
EMP290,Sara Shah,DEPARTMENT-006,Operations,Enterprise Operations,POS-284,Operations Intern,Operations Intern,Intern,Intern/Trainee,PT-OPS-INTERN,PC-2025-2026-ANNUAL,2026-08-01,74.99,Meets Expectations,75.23,73.99,76.56,-0.8,Stable,Attendance and Punctuality,97.87,Process Accuracy,77.11,Learning and Adaptability,67.45,Teamwork and Professional Communication,62.34,0.89,76.8,Effective,Calculated - Pending Manager Review,2026-08-01
EMP291,Raza Khan,DEPARTMENT-006,Operations,Enterprise Operations,POS-285,Operations Intern,Operations Intern,Intern,Intern/Trainee,PT-OPS-INTERN,PC-2025-2026-ANNUAL,2026-08-01,84.92,Strong,87.46,84.92,89.6,-3.74,Declining,Operational Throughput Target Achievement,100.0,Operational SLA Compliance,96.66,Learning and Adaptability,69.28,Teamwork and Professional Communication,54.78,0.89,86.9,Strong,Calculated - Pending Manager Review,2026-08-01
EMP292,Imran Mughal,DEPARTMENT-007,IT,Technology and Innovation,EXEC-IT-HEAD,Head of IT,Head of IT,Executive,Manager/Head,PT-IT-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,82.65,Strong,79.13,75.6,82.65,5.0,Improving,Attendance and Punctuality,100.0,System Availability and Change Success,88.0,Team Leadership and Development,74.06,Teamwork and Professional Communication,68.08,0.91,88.1,Strong,Calculated - Pending Manager Review,2026-08-01
EMP293,Asad Akhtar,DEPARTMENT-007,IT,Technology and Innovation,POS-286,IT Manager,IT Manager,Lead/Manager,Manager/Head,PT-IT-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,79.31,Meets Expectations,75.72,71.85,79.31,5.53,Improving,Attendance and Punctuality,89.68,IT Service Delivery Target Achievement,89.6,Team Leadership and Development,65.62,Teamwork and Professional Communication,53.13,0.91,84.5,Strong,Calculated - Pending Manager Review,2026-08-01
EMP294,Sara Mirza,DEPARTMENT-007,IT,Technology and Innovation,POS-287,IT Manager,IT Manager,Lead/Manager,Manager/Head,PT-IT-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,82.31,Strong,83.85,82.31,85.9,-2.75,Stable,IT Service Delivery Target Achievement,98.2,Attendance and Punctuality,96.88,Team Leadership and Development,60.22,Teamwork and Professional Communication,58.3,0.91,93.4,Exceptional,Calculated - Pending Manager Review,2026-08-01
EMP295,Raza Rehman,DEPARTMENT-007,IT,Technology and Innovation,POS-288,IT Manager,IT Manager,Lead/Manager,Manager/Head,PT-IT-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,76.35,Meets Expectations,80.4,76.35,84.45,-6.87,Declining,Attendance and Punctuality,95.83,IT Service Delivery Target Achievement,89.47,Teamwork and Professional Communication,57.81,Team Leadership and Development,56.01,0.92,81.6,Effective,Calculated - Pending Manager Review,2026-08-01
EMP296,Fahad Aziz,DEPARTMENT-007,IT,Technology and Innovation,POS-289,Senior Systems Engineer,Senior Systems Engineer,Senior,Senior/Lead,PT-IT-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,87.75,Strong,88.05,87.36,88.53,0.16,Stable,IT Service Delivery Target Achievement,100.0,Incident Resolution within SLA,100.0,Mentoring and Knowledge Transfer,70.13,Teamwork and Professional Communication,57.51,0.91,93.8,Exceptional,Calculated - Pending Manager Review,2026-08-01
EMP297,Usman Mughal,DEPARTMENT-007,IT,Technology and Innovation,POS-290,Senior Systems Engineer,Senior Systems Engineer,Senior,Senior/Lead,PT-IT-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,86.35,Strong,85.36,84.64,86.35,1.18,Stable,IT Service Delivery Target Achievement,100.0,Incident Resolution within SLA,99.43,Mentoring and Knowledge Transfer,66.76,Teamwork and Professional Communication,52.95,0.91,88.0,Strong,Calculated - Pending Manager Review,2026-08-01
