Employee_ID,Employee_Name,Department_ID,Department,Business_Unit,Organizational_Unit_ID,Position_ID,Position_Title,Designation,Job_Level,Career_Level,Role_Band,Management_Tier,Manager_Flag,Measurement_Scope,Performance_Template_ID,Performance_Cycle_ID,Mapping_Status,Effective_Start_Date,Effective_End_Date,Data_As_Of_Date
EMP263,Anusha Rauf,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,POS-259,Customer Support Specialist,Customer Support Specialist,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-CS-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP264,Areeba Rauf,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,POS-260,Customer Support Specialist,Customer Support Specialist,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-CS-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP265,Danish Saleem,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,POS-261,Customer Support Intern,Customer Support Intern,Intern,Internship,Intern/Trainee,Individual Contributor,No,Individual,PT-CS-INTERN,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP266,Maryam Khalid,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,POS-262,Customer Support Intern,Customer Support Intern,Intern,Internship,Intern/Trainee,Individual Contributor,No,Individual,PT-CS-INTERN,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP267,Haris Awan,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,POS-263,Customer Support Intern,Customer Support Intern,Intern,Internship,Intern/Trainee,Individual Contributor,No,Individual,PT-CS-INTERN,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP268,Fatima Mughal,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG,EXEC-ENG-HEAD,Head of Engineering,Head of Engineering,Executive,Executive,Manager/Head,Department Head,Yes,Team/Department,PT-ENG-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP269,Noor Bukhari,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,POS-264,Senior Software Engineer,Senior Software Engineer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-ENG-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP270,Laiba Saeed,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,POS-265,Senior Software Engineer,Senior Software Engineer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-ENG-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP271,Minal Khalid,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,POS-266,Junior Software Engineer,Junior Software Engineer,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-ENG-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP272,Ali Siddiqui,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,POS-267,Junior Software Engineer,Junior Software Engineer,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-ENG-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP273,Haris Ejaz,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,POS-268,Junior Software Engineer,Junior Software Engineer,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-ENG-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP274,Adnan Awan,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,POS-269,Engineering Intern,Engineering Intern,Intern,Internship,Intern/Trainee,Individual Contributor,No,Individual,PT-ENG-INTERN,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP275,Fatima Saeed,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,POS-270,Engineering Intern,Engineering Intern,Intern,Internship,Intern/Trainee,Individual Contributor,No,Individual,PT-ENG-INTERN,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP276,Ali Riaz,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,POS-271,Engineering Intern,Engineering Intern,Intern,Internship,Intern/Trainee,Individual Contributor,No,Individual,PT-ENG-INTERN,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP277,Amna Chaudhry,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS,EXEC-OPS-HEAD,Head of Operations,Head of Operations,Executive,Executive,Manager/Head,Department Head,Yes,Team/Department,PT-OPS-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP278,Kinza Mirza,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS,POS-272,Operations Manager,Operations Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-OPS-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP279,Minal Ali,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,POS-273,Senior Operations Officer,Senior Operations Officer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-OPS-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP280,Noman Waheed,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,POS-274,Senior Operations Officer,Senior Operations Officer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-OPS-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP281,Noman Shah,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-01,POS-275,Senior Operations Officer,Senior Operations Officer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-OPS-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP282,Sana Latif,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-01,POS-276,Senior Operations Officer,Senior Operations Officer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-OPS-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP283,Komal Baig,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,POS-277,Senior Operations Officer,Senior Operations Officer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-OPS-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP284,Hamza Aziz,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,POS-278,Senior Operations Officer,Senior Operations Officer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-OPS-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP285,Maryam Baig,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,POS-279,Senior Operations Officer,Senior Operations Officer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-OPS-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP286,Taha Munir,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-01,POS-280,Senior Operations Officer,Senior Operations Officer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-OPS-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP287,Komal Waheed,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,POS-281,Operations Officer,Operations Officer,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-OPS-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP288,Hira Chaudhry,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-01,POS-282,Operations Officer,Operations Officer,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-OPS-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP289,Ali Javed,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,POS-283,Operations Intern,Operations Intern,Intern,Internship,Intern/Trainee,Individual Contributor,No,Individual,PT-OPS-INTERN,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP290,Sara Shah,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-01,POS-284,Operations Intern,Operations Intern,Intern,Internship,Intern/Trainee,Individual Contributor,No,Individual,PT-OPS-INTERN,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP291,Raza Khan,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,POS-285,Operations Intern,Operations Intern,Intern,Internship,Intern/Trainee,Individual Contributor,No,Individual,PT-OPS-INTERN,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP292,Imran Mughal,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT,EXEC-IT-HEAD,Head of IT,Head of IT,Executive,Executive,Manager/Head,Department Head,Yes,Team/Department,PT-IT-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP293,Asad Akhtar,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT,POS-286,IT Manager,IT Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-IT-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP294,Sara Mirza,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT,POS-287,IT Manager,IT Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-IT-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP295,Raza Rehman,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT,POS-288,IT Manager,IT Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-IT-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP296,Fahad Aziz,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,POS-289,Senior Systems Engineer,Senior Systems Engineer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-IT-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP297,Usman Mughal,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,POS-290,Senior Systems Engineer,Senior Systems Engineer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-IT-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP298,Ayesha Mughal,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,POS-291,Senior Systems Engineer,Senior Systems Engineer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-IT-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP299,Noor Nadeem,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,POS-292,Systems Administrator,Systems Administrator,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-IT-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP300,Talha Akhtar,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,POS-293,Systems Administrator,Systems Administrator,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-IT-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP301,Talha Ali,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,POS-294,Systems Administrator,Systems Administrator,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-IT-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP302,Zainab Mahmood,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,POS-295,Systems Administrator,Systems Administrator,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-IT-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP303,Saba Hameed,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,POS-296,Systems Administrator,Systems Administrator,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-IT-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP304,Sana Akhtar,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,POS-297,Systems Administrator,Systems Administrator,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-IT-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP305,Talha Habib,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,POS-298,Systems Administrator,Systems Administrator,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-IT-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP306,Imran Hameed,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,POS-299,IT Support Technician,IT Support Technician,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-IT-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP307,Omar Habib,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,POS-300,IT Support Technician,IT Support Technician,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-IT-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP308,Adnan Riaz,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,POS-301,IT Support Technician,IT Support Technician,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-IT-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP309,Shahzaib Hashmi,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,POS-302,IT Support Technician,IT Support Technician,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-IT-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP310,Maryam Chaudhry,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,POS-303,IT Support Technician,IT Support Technician,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-IT-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP311,Junaid Zafar,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,POS-304,IT Support Technician,IT Support Technician,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-IT-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP312,Areeba Tariq,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,POS-305,IT Support Technician,IT Support Technician,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-IT-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP313,Kamran Mughal,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,POS-306,IT Intern,IT Intern,Intern,Internship,Intern/Trainee,Individual Contributor,No,Individual,PT-IT-INTERN,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP314,Anam Hameed,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,POS-307,IT Intern,IT Intern,Intern,Internship,Intern/Trainee,Individual Contributor,No,Individual,PT-IT-INTERN,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP315,Maha Abbasi,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,POS-308,IT Intern,IT Intern,Intern,Internship,Intern/Trainee,Individual Contributor,No,Individual,PT-IT-INTERN,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP316,Imran Abbasi,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED,EXEC-MED-HEAD,Head of Medical Care,Head of Medical Care,Executive,Executive,Manager/Head,Department Head,Yes,Team/Department,PT-MED-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP317,Anam Khan,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED,POS-309,Medical Care Manager,Medical Care Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-MED-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP318,Haris Khalid,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED,POS-310,Medical Care Manager,Medical Care Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-MED-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP319,Anusha Baig,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED,POS-311,Medical Care Manager,Medical Care Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-MED-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP320,Shahzaib Iqbal,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED,POS-312,Medical Care Manager,Medical Care Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-MED-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP321,Hira Awan,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED,POS-313,Medical Care Manager,Medical Care Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-MED-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP322,Kinza Butt,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED,POS-314,Medical Care Manager,Medical Care Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-MED-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP323,Rabia Bukhari,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,POS-315,Senior Medical Officer,Senior Medical Officer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-MED-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP324,Waqas Farooq,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,POS-316,Senior Medical Officer,Senior Medical Officer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-MED-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP325,Eman Iqbal,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,POS-317,Senior Medical Officer,Senior Medical Officer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-MED-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP326,Hira Yousaf,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-01,POS-318,Senior Medical Officer,Senior Medical Officer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-MED-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP327,Sidra Yousaf,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-01,POS-319,Senior Medical Officer,Senior Medical Officer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-MED-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP328,Raza Javed,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,POS-320,Senior Medical Officer,Senior Medical Officer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-MED-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP329,Ali Aziz,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,POS-321,Senior Medical Officer,Senior Medical Officer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-MED-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP330,Farhan Khalid,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,POS-322,Senior Medical Officer,Senior Medical Officer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-MED-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP331,Iqra Saleem,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,POS-323,Medical Officer,Medical Officer,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-MED-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP332,Maryam Ismail,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-01,POS-324,Medical Officer,Medical Officer,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-MED-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP333,Bilal Zafar,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,POS-325,Medical Officer,Medical Officer,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-MED-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP334,Fahad Hashmi,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,POS-326,Medical Officer,Medical Officer,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-MED-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP335,Haris Rauf,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-01,POS-327,Medical Officer,Medical Officer,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-MED-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP336,Kinza Faisal,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,POS-328,Medical Officer,Medical Officer,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-MED-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP337,Junaid Mahmood,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,POS-329,Medical Officer,Medical Officer,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-MED-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP338,Imran Malik,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-01,POS-330,Medical Officer,Medical Officer,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-MED-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP339,Saba Saleem,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,POS-331,Medical Officer,Medical Officer,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-MED-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
