Movement_ID,Employee_ID,Employee_Name,Movement_Type,Effective_Date,From_Department_ID,From_Department_Name,To_Department_ID,To_Department_Name,From_Organizational_Unit_ID,To_Organizational_Unit_ID,From_Position_ID,To_Position_ID,Movement_Reason,Voluntary_Movement,Employee_Record_Availability,Source_System
MOVEMENT-00643,HISTORICAL-EMPLOYEE-0394,Historical Quality Employee 0394,Join,2025-04-06,,,DEPARTMENT-015,Quality Assurance,,ORGANIZATIONAL-UNIT-QAS,,,Replacement hire,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00644,HISTORICAL-EMPLOYEE-0395,Historical Research Employee 0395,Leave,2025-04-15,DEPARTMENT-016,Research & Development,,,ORGANIZATIONAL-UNIT-RND,,,,Retirement,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00645,EMP684,Kamran Mirza,Promotion,2025-04-05,DEPARTMENT-016,Research & Development,DEPARTMENT-016,Research & Development,ORGANIZATIONAL-UNIT-RND,ORGANIZATIONAL-UNIT-RND,POS-668,HISTORICAL-PROMOTION-RND-08-01,Role expansion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00646,EMP050,Mohsin Butt,Transfer,2025-05-10,DEPARTMENT-002,Finance,DEPARTMENT-016,Research & Development,ORGANIZATIONAL-UNIT-FIN,ORGANIZATIONAL-UNIT-RND,POS-050,HISTORICAL-DESTINATION-RND-09,Workforce balancing,Yes,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00647,EMP569,Bilal Rauf,Transfer,2025-05-22,DEPARTMENT-013,Logistics & Warehouse,DEPARTMENT-001,HR,ORGANIZATIONAL-UNIT-LOG,ORGANIZATIONAL-UNIT-HR,POS-556,HISTORICAL-DESTINATION-HR-09,Business requirement,Yes,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00648,EMP136,Fatima Saleem,Transfer,2025-05-26,DEPARTMENT-001,HR,DEPARTMENT-012,Procurement & Supply Chain,ORGANIZATIONAL-UNIT-HR,ORGANIZATIONAL-UNIT-PRC,POS-136,HISTORICAL-DESTINATION-PRC-09,Employee request,Yes,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00649,EMP522,Nida Riaz,Transfer,2025-05-19,DEPARTMENT-012,Procurement & Supply Chain,DEPARTMENT-015,Quality Assurance,ORGANIZATIONAL-UNIT-PRC,ORGANIZATIONAL-UNIT-QAS,POS-510,HISTORICAL-DESTINATION-QAS-09,Career development,Yes,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00650,HISTORICAL-EMPLOYEE-0396,Historical HR Employee 0396,Join,2025-05-21,,,DEPARTMENT-001,HR,,ORGANIZATIONAL-UNIT-HR,,,Growth hiring,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00651,HISTORICAL-EMPLOYEE-0397,Historical HR Employee 0397,Leave,2025-05-16,DEPARTMENT-001,HR,,,ORGANIZATIONAL-UNIT-HR,,,,Contract completion,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00652,HISTORICAL-EMPLOYEE-0398,Historical HR Employee 0398,Leave,2025-05-25,DEPARTMENT-001,HR,,,ORGANIZATIONAL-UNIT-HR,,,,Retirement,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00653,EMP204,Mahnoor Khan,Promotion,2025-05-22,DEPARTMENT-001,HR,DEPARTMENT-001,HR,ORGANIZATIONAL-UNIT-HR,ORGANIZATIONAL-UNIT-HR,POS-203,HISTORICAL-PROMOTION-HR-09-01,Merit promotion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00654,EMP218,Laiba Zafar,Promotion,2025-05-07,DEPARTMENT-001,HR,DEPARTMENT-001,HR,ORGANIZATIONAL-UNIT-HR,ORGANIZATIONAL-UNIT-HR,POS-217,HISTORICAL-PROMOTION-HR-09-02,Merit promotion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00655,HISTORICAL-EMPLOYEE-0399,Historical Finance Employee 0399,Join,2025-05-24,,,DEPARTMENT-002,Finance,,ORGANIZATIONAL-UNIT-FIN,,,Approved recruitment plan,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00656,HISTORICAL-EMPLOYEE-0400,Historical Finance Employee 0400,Join,2025-05-05,,,DEPARTMENT-002,Finance,,ORGANIZATIONAL-UNIT-FIN,,,Internship intake,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00657,HISTORICAL-EMPLOYEE-0401,Historical Finance Employee 0401,Join,2025-05-03,,,DEPARTMENT-002,Finance,,ORGANIZATIONAL-UNIT-FIN,,,Growth hiring,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00658,HISTORICAL-EMPLOYEE-0402,Historical Finance Employee 0402,Join,2025-05-05,,,DEPARTMENT-002,Finance,,ORGANIZATIONAL-UNIT-FIN,,,Replacement hire,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00659,HISTORICAL-EMPLOYEE-0403,Historical Finance Employee 0403,Leave,2025-05-17,DEPARTMENT-002,Finance,,,ORGANIZATIONAL-UNIT-FIN,,,,Contract completion,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00660,HISTORICAL-EMPLOYEE-0404,Historical Finance Employee 0404,Leave,2025-05-02,DEPARTMENT-002,Finance,,,ORGANIZATIONAL-UNIT-FIN,,,,Contract completion,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00661,HISTORICAL-EMPLOYEE-0405,Historical Finance Employee 0405,Leave,2025-05-17,DEPARTMENT-002,Finance,,,ORGANIZATIONAL-UNIT-FIN,,,,Retirement,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00662,EMP090,Noman Ahmad,Promotion,2025-05-03,DEPARTMENT-002,Finance,DEPARTMENT-002,Finance,ORGANIZATIONAL-UNIT-FIN,ORGANIZATIONAL-UNIT-FIN,POS-090,HISTORICAL-PROMOTION-FIN-09-01,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00663,EMP243,Mehwish Khalid,Promotion,2025-05-05,DEPARTMENT-002,Finance,DEPARTMENT-002,Finance,ORGANIZATIONAL-UNIT-FIN,ORGANIZATIONAL-UNIT-FIN,POS-241,HISTORICAL-PROMOTION-FIN-09-02,Merit promotion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00664,EMP060,Mohsin Yousaf,Join,2025-05-12,,,DEPARTMENT-003,Sales,,ORGANIZATIONAL-UNIT-SAL,,,Replacement hire,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00665,HISTORICAL-EMPLOYEE-0406,Historical Sales Employee 0406,Join,2025-05-03,,,DEPARTMENT-003,Sales,,ORGANIZATIONAL-UNIT-SAL,,,Growth hiring,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00666,HISTORICAL-EMPLOYEE-0407,Historical Sales Employee 0407,Join,2025-05-13,,,DEPARTMENT-003,Sales,,ORGANIZATIONAL-UNIT-SAL,,,Replacement hire,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00667,HISTORICAL-EMPLOYEE-0408,Historical Sales Employee 0408,Leave,2025-05-19,DEPARTMENT-003,Sales,,,ORGANIZATIONAL-UNIT-SAL,,,,Retirement,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00668,HISTORICAL-EMPLOYEE-0409,Historical Sales Employee 0409,Leave,2025-05-14,DEPARTMENT-003,Sales,,,ORGANIZATIONAL-UNIT-SAL,,,,Contract completion,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00669,EMP060,Mohsin Yousaf,Promotion,2025-05-15,DEPARTMENT-003,Sales,DEPARTMENT-003,Sales,ORGANIZATIONAL-UNIT-SAL,ORGANIZATIONAL-UNIT-SAL,POS-060,HISTORICAL-PROMOTION-SAL-09-01,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00670,EMP074,Omer Hameed,Promotion,2025-05-04,DEPARTMENT-003,Sales,DEPARTMENT-003,Sales,ORGANIZATIONAL-UNIT-SAL,ORGANIZATIONAL-UNIT-SAL,POS-074,HISTORICAL-PROMOTION-SAL-09-02,Role expansion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00671,HISTORICAL-EMPLOYEE-0410,Historical Customer Employee 0410,Join,2025-05-08,,,DEPARTMENT-004,Customer Support,,ORGANIZATIONAL-UNIT-CS,,,Approved recruitment plan,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00672,HISTORICAL-EMPLOYEE-0411,Historical Customer Employee 0411,Join,2025-05-22,,,DEPARTMENT-004,Customer Support,,ORGANIZATIONAL-UNIT-CS,,,Replacement hire,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00673,HISTORICAL-EMPLOYEE-0412,Historical Customer Employee 0412,Leave,2025-05-12,DEPARTMENT-004,Customer Support,,,ORGANIZATIONAL-UNIT-CS,,,,Resignation,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00674,HISTORICAL-EMPLOYEE-0413,Historical Customer Employee 0413,Leave,2025-05-03,DEPARTMENT-004,Customer Support,,,ORGANIZATIONAL-UNIT-CS,,,,Contract completion,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00675,HISTORICAL-EMPLOYEE-0414,Historical Customer Employee 0414,Leave,2025-05-24,DEPARTMENT-004,Customer Support,,,ORGANIZATIONAL-UNIT-CS,,,,Contract completion,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00676,EMP052,Raza Hassan,Promotion,2025-05-13,DEPARTMENT-004,Customer Support,DEPARTMENT-004,Customer Support,ORGANIZATIONAL-UNIT-CS,ORGANIZATIONAL-UNIT-CS,POS-052,HISTORICAL-PROMOTION-CS-09-01,Role expansion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00677,EMP194,Shahid Ahmad,Promotion,2025-05-23,DEPARTMENT-004,Customer Support,DEPARTMENT-004,Customer Support,ORGANIZATIONAL-UNIT-CS,ORGANIZATIONAL-UNIT-CS,POS-194,HISTORICAL-PROMOTION-CS-09-02,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00678,EMP154,Hina Abbasi,Join,2025-05-09,,,DEPARTMENT-005,Engineering,,ORGANIZATIONAL-UNIT-ENG,,,Growth hiring,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00679,HISTORICAL-EMPLOYEE-0415,Historical Engineering Employee 0415,Join,2025-05-11,,,DEPARTMENT-005,Engineering,,ORGANIZATIONAL-UNIT-ENG,,,Growth hiring,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00680,HISTORICAL-EMPLOYEE-0416,Historical Engineering Employee 0416,Leave,2025-05-11,DEPARTMENT-005,Engineering,,,ORGANIZATIONAL-UNIT-ENG,,,,Career opportunity,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00681,HISTORICAL-EMPLOYEE-0417,Historical Engineering Employee 0417,Leave,2025-05-18,DEPARTMENT-005,Engineering,,,ORGANIZATIONAL-UNIT-ENG,,,,Resignation,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00682,EMP058,Shahid Malik,Promotion,2025-05-09,DEPARTMENT-005,Engineering,DEPARTMENT-005,Engineering,ORGANIZATIONAL-UNIT-ENG,ORGANIZATIONAL-UNIT-ENG,POS-058,HISTORICAL-PROMOTION-ENG-09-01,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00683,EMP163,Sidra Sheikh,Promotion,2025-05-02,DEPARTMENT-005,Engineering,DEPARTMENT-005,Engineering,ORGANIZATIONAL-UNIT-ENG,ORGANIZATIONAL-UNIT-ENG,POS-163,HISTORICAL-PROMOTION-ENG-09-02,Role expansion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00684,HISTORICAL-EMPLOYEE-0418,Historical Operations Employee 0418,Leave,2025-05-19,DEPARTMENT-006,Operations,,,ORGANIZATIONAL-UNIT-OPS,,,,Retirement,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00685,EMP288,Hira Chaudhry,Promotion,2025-05-15,DEPARTMENT-006,Operations,DEPARTMENT-006,Operations,ORGANIZATIONAL-UNIT-OPS,ORGANIZATIONAL-UNIT-OPS,POS-282,HISTORICAL-PROMOTION-OPS-09-01,Role expansion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00686,EMP122,Hafsa Ullah,Promotion,2025-05-24,DEPARTMENT-006,Operations,DEPARTMENT-006,Operations,ORGANIZATIONAL-UNIT-OPS,ORGANIZATIONAL-UNIT-OPS,POS-122,HISTORICAL-PROMOTION-OPS-09-02,Merit promotion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00687,EMP157,Saba Qureshi,Promotion,2025-05-13,DEPARTMENT-006,Operations,DEPARTMENT-006,Operations,ORGANIZATIONAL-UNIT-OPS,ORGANIZATIONAL-UNIT-OPS,POS-157,HISTORICAL-PROMOTION-OPS-09-03,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00688,EMP019,Hina Hussain,Join,2025-05-21,,,DEPARTMENT-007,IT,,ORGANIZATIONAL-UNIT-IT,,,Growth hiring,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00689,HISTORICAL-EMPLOYEE-0419,Historical IT Employee 0419,Join,2025-05-12,,,DEPARTMENT-007,IT,,ORGANIZATIONAL-UNIT-IT,,,Approved recruitment plan,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00690,HISTORICAL-EMPLOYEE-0420,Historical IT Employee 0420,Join,2025-05-20,,,DEPARTMENT-007,IT,,ORGANIZATIONAL-UNIT-IT,,,Approved recruitment plan,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00691,HISTORICAL-EMPLOYEE-0421,Historical IT Employee 0421,Leave,2025-05-08,DEPARTMENT-007,IT,,,ORGANIZATIONAL-UNIT-IT,,,,Retirement,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00692,HISTORICAL-EMPLOYEE-0422,Historical IT Employee 0422,Leave,2025-05-03,DEPARTMENT-007,IT,,,ORGANIZATIONAL-UNIT-IT,,,,Retirement,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00693,HISTORICAL-EMPLOYEE-0423,Historical IT Employee 0423,Leave,2025-05-13,DEPARTMENT-007,IT,,,ORGANIZATIONAL-UNIT-IT,,,,Resignation,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00694,EMP312,Areeba Tariq,Promotion,2025-05-05,DEPARTMENT-007,IT,DEPARTMENT-007,IT,ORGANIZATIONAL-UNIT-IT,ORGANIZATIONAL-UNIT-IT,POS-305,HISTORICAL-PROMOTION-IT-09-01,Merit promotion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00695,EMP033,Ali Chaudhry,Promotion,2025-05-03,DEPARTMENT-007,IT,DEPARTMENT-007,IT,ORGANIZATIONAL-UNIT-IT,ORGANIZATIONAL-UNIT-IT,POS-033,HISTORICAL-PROMOTION-IT-09-02,Role expansion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00696,HISTORICAL-EMPLOYEE-0424,Historical Medical Employee 0424,Join,2025-05-20,,,DEPARTMENT-008,Medical Care,,ORGANIZATIONAL-UNIT-MED,,,Internship intake,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00697,HISTORICAL-EMPLOYEE-0425,Historical Medical Employee 0425,Join,2025-05-11,,,DEPARTMENT-008,Medical Care,,ORGANIZATIONAL-UNIT-MED,,,Growth hiring,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00698,HISTORICAL-EMPLOYEE-0426,Historical Medical Employee 0426,Join,2025-05-16,,,DEPARTMENT-008,Medical Care,,ORGANIZATIONAL-UNIT-MED,,,Growth hiring,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00699,HISTORICAL-EMPLOYEE-0427,Historical Medical Employee 0427,Leave,2025-05-07,DEPARTMENT-008,Medical Care,,,ORGANIZATIONAL-UNIT-MED,,,,Contract completion,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00700,HISTORICAL-EMPLOYEE-0428,Historical Medical Employee 0428,Leave,2025-05-06,DEPARTMENT-008,Medical Care,,,ORGANIZATIONAL-UNIT-MED,,,,Career opportunity,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00701,EMP352,Bilal Mughal,Promotion,2025-05-09,DEPARTMENT-008,Medical Care,DEPARTMENT-008,Medical Care,ORGANIZATIONAL-UNIT-MED,ORGANIZATIONAL-UNIT-MED,POS-344,HISTORICAL-PROMOTION-MED-09-01,Merit promotion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00702,HISTORICAL-EMPLOYEE-0429,Historical Training Employee 0429,Join,2025-05-11,,,DEPARTMENT-009,Training & Development,,ORGANIZATIONAL-UNIT-TRN,,,Internship intake,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00703,HISTORICAL-EMPLOYEE-0430,Historical Training Employee 0430,Leave,2025-05-22,DEPARTMENT-009,Training & Development,,,ORGANIZATIONAL-UNIT-TRN,,,,Career opportunity,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00704,EMP384,Ayesha Farooq,Promotion,2025-05-03,DEPARTMENT-009,Training & Development,DEPARTMENT-009,Training & Development,ORGANIZATIONAL-UNIT-TRN,ORGANIZATIONAL-UNIT-TRN,POS-375,HISTORICAL-PROMOTION-TRN-09-01,Merit promotion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00705,EMP379,Anusha Qureshi,Promotion,2025-05-13,DEPARTMENT-009,Training & Development,DEPARTMENT-009,Training & Development,ORGANIZATIONAL-UNIT-TRN,ORGANIZATIONAL-UNIT-TRN,POS-370,HISTORICAL-PROMOTION-TRN-09-02,Role expansion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00706,EMP379,Anusha Qureshi,Promotion,2025-05-25,DEPARTMENT-009,Training & Development,DEPARTMENT-009,Training & Development,ORGANIZATIONAL-UNIT-TRN,ORGANIZATIONAL-UNIT-TRN,POS-370,HISTORICAL-PROMOTION-TRN-09-03,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00707,EMP434,Ayesha Awan,Join,2025-05-13,,,DEPARTMENT-010,Administration & Facilities,,ORGANIZATIONAL-UNIT-ADM,,,Growth hiring,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00708,HISTORICAL-EMPLOYEE-0431,Historical Administration Employee 0431,Leave,2025-05-02,DEPARTMENT-010,Administration & Facilities,,,ORGANIZATIONAL-UNIT-ADM,,,,Contract completion,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00709,HISTORICAL-EMPLOYEE-0432,Historical Administration Employee 0432,Leave,2025-05-05,DEPARTMENT-010,Administration & Facilities,,,ORGANIZATIONAL-UNIT-ADM,,,,Resignation,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00710,EMP482,Danish Malik,Join,2025-05-18,,,DEPARTMENT-011,Legal & Compliance,,ORGANIZATIONAL-UNIT-LGL,,,Approved recruitment plan,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00711,HISTORICAL-EMPLOYEE-0433,Historical Legal Employee 0433,Leave,2025-05-14,DEPARTMENT-011,Legal & Compliance,,,ORGANIZATIONAL-UNIT-LGL,,,,Contract completion,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00712,EMP483,Bilal Mahmood,Promotion,2025-05-24,DEPARTMENT-011,Legal & Compliance,DEPARTMENT-011,Legal & Compliance,ORGANIZATIONAL-UNIT-LGL,ORGANIZATIONAL-UNIT-LGL,POS-472,HISTORICAL-PROMOTION-LGL-09-01,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00713,EMP472,Sidra Iqbal,Promotion,2025-05-18,DEPARTMENT-011,Legal & Compliance,DEPARTMENT-011,Legal & Compliance,ORGANIZATIONAL-UNIT-LGL,ORGANIZATIONAL-UNIT-LGL,POS-461,HISTORICAL-PROMOTION-LGL-09-02,Role expansion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00714,EMP487,Talha Hashmi,Promotion,2025-05-16,DEPARTMENT-011,Legal & Compliance,DEPARTMENT-011,Legal & Compliance,ORGANIZATIONAL-UNIT-LGL,ORGANIZATIONAL-UNIT-LGL,POS-476,HISTORICAL-PROMOTION-LGL-09-03,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00715,EMP529,Ayesha Waheed,Join,2025-05-20,,,DEPARTMENT-012,Procurement & Supply Chain,,ORGANIZATIONAL-UNIT-PRC,,,Approved recruitment plan,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00716,HISTORICAL-EMPLOYEE-0434,Historical Procurement Employee 0434,Join,2025-05-05,,,DEPARTMENT-012,Procurement & Supply Chain,,ORGANIZATIONAL-UNIT-PRC,,,Growth hiring,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00717,HISTORICAL-EMPLOYEE-0435,Historical Procurement Employee 0435,Leave,2025-05-20,DEPARTMENT-012,Procurement & Supply Chain,,,ORGANIZATIONAL-UNIT-PRC,,,,Career opportunity,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00718,EMP534,Hassan Siddiqui,Promotion,2025-05-02,DEPARTMENT-012,Procurement & Supply Chain,DEPARTMENT-012,Procurement & Supply Chain,ORGANIZATIONAL-UNIT-PRC,ORGANIZATIONAL-UNIT-PRC,POS-522,HISTORICAL-PROMOTION-PRC-09-01,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00719,EMP523,Noor Siddiqui,Promotion,2025-05-16,DEPARTMENT-012,Procurement & Supply Chain,DEPARTMENT-012,Procurement & Supply Chain,ORGANIZATIONAL-UNIT-PRC,ORGANIZATIONAL-UNIT-PRC,POS-511,HISTORICAL-PROMOTION-PRC-09-02,Merit promotion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00720,HISTORICAL-EMPLOYEE-0436,Historical Logistics Employee 0436,Join,2025-05-10,,,DEPARTMENT-013,Logistics & Warehouse,,ORGANIZATIONAL-UNIT-LOG,,,Internship intake,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00721,HISTORICAL-EMPLOYEE-0437,Historical Logistics Employee 0437,Join,2025-05-17,,,DEPARTMENT-013,Logistics & Warehouse,,ORGANIZATIONAL-UNIT-LOG,,,Internship intake,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00722,HISTORICAL-EMPLOYEE-0438,Historical Logistics Employee 0438,Join,2025-05-21,,,DEPARTMENT-013,Logistics & Warehouse,,ORGANIZATIONAL-UNIT-LOG,,,Internship intake,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00723,HISTORICAL-EMPLOYEE-0439,Historical Logistics Employee 0439,Join,2025-05-13,,,DEPARTMENT-013,Logistics & Warehouse,,ORGANIZATIONAL-UNIT-LOG,,,Replacement hire,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00724,HISTORICAL-EMPLOYEE-0440,Historical Logistics Employee 0440,Leave,2025-05-04,DEPARTMENT-013,Logistics & Warehouse,,,ORGANIZATIONAL-UNIT-LOG,,,,Contract completion,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00725,HISTORICAL-EMPLOYEE-0441,Historical Logistics Employee 0441,Leave,2025-05-18,DEPARTMENT-013,Logistics & Warehouse,,,ORGANIZATIONAL-UNIT-LOG,,,,Resignation,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00726,EMP555,Danish Hashmi,Promotion,2025-05-19,DEPARTMENT-013,Logistics & Warehouse,DEPARTMENT-013,Logistics & Warehouse,ORGANIZATIONAL-UNIT-LOG,ORGANIZATIONAL-UNIT-LOG,POS-542,HISTORICAL-PROMOTION-LOG-09-01,Merit promotion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00727,HISTORICAL-EMPLOYEE-0442,Historical Production Employee 0442,Join,2025-05-10,,,DEPARTMENT-014,Production & Manufacturing,,ORGANIZATIONAL-UNIT-PRD,,,Approved recruitment plan,No,Historical Movement Subject,Synthetic Workforce Movement Generator
